,timeoutRate,dimmer,serverNum,dDimmer,dServerNum,avgThroughput,resUtil
0,0.98573779484366,0.69,1,0.69,1,36.599999999999596,0
1,1,0.74,1,0.04999999999999999,0,31.633333333333642,2
2,1,0.27,1,-0.47,0,26.366666666666447,2
3,1,0.64,2,0.37,1,34.849999999999675,2
4,0.75870646766169,0.47,2,-0.17000000000000004,0,27.816666666666748,0
5,0.085234899328859,0.5800000000000001,1,0.11000000000000004,-1,22.716666666666846,0
6,0,0.020000000000000018,1,-0.56,0,26.149999999999842,0
7,0,0.84,1,0.82,0,23.683333333333106,0
8,0.11256005490734,0.6,2,-0.24000000000000002,1,24.283333333333147,0
9,0,0.83,1,0.23,-1,26.333333333333194,0
10,0.097982708933718,0.7,2,-0.12999999999999998,1,23.416666666666433,0
11,0.0014005602240896,0.30000000000000004,2,-0.39999999999999997,0,23.5166666666669,0
12,0,0.25,2,-0.050000000000000044,0,25.5333333333332,1
13,0,0.64,2,0.39,0,21.633333333333223,0
14,0,0.92,3,0.27999999999999997,1,21.283333333333434,0
15,0,0.5,2,-0.42,-1,21.916666666666433,0
16,0,0.78,3,0.28,1,24.88333333333319,0
17,0,0.20999999999999996,3,-0.5700000000000001,0,19.200000000000124,0
18,0,0.83,2,0.62,-1,15.083333333333439,0
19,0,0.38,2,-0.44999999999999996,0,21.09999999999998,0
20,0,0.08999999999999997,1,-0.29000000000000004,-1,15.98333333333337,0
21,0,0.88,1,0.79,0,16.483333333333206,0
22,0.13744588744589,0.47,1,-0.41000000000000003,0,15.966666666666567,0
23,0.037313432835821,0.52,1,0.050000000000000044,0,15.066666666666713,0
24,0,0.32999999999999996,1,-0.19000000000000006,0,17.316666666666634,0
25,0,0.06000000000000005,1,-0.2699999999999999,0,25.66666666666664,1
26,0,0.99,1,0.9299999999999999,0,19.299999999999876,0
27,0.2010582010582,0.25,1,-0.74,0,19.200000000000124,0
28,0,0.81,1,0.56,0,17.73333333333334,0
29,0.062784349408553,0.25,1,-0.56,0,18.316666666666734,0
30,0,1.0,2,0.75,1,20.41666666666654,0
31,0,0.31000000000000005,1,-0.69,-1,20.999999999999833,0
32,0,0.6599999999999999,1,0.3499999999999999,0,22.25000000000005,0
33,0.13998613998614,0.14,1,-0.52,0,24.04999999999976,0
34,0,0.020000000000000018,1,-0.12,0,23.316666666666496,0
35,0,0.08999999999999997,1,0.06999999999999995,0,27.216666666666384,1
36,0,0.81,1,0.72,0,24.450000000000298,0
37,0.67904054825814,0.56,1,-0.25,0,32.23333333333335,0
38,0.24586666666667,1.0,1,0.44,0,28.200000000000333,1
39,0.98422897196262,1.0,1,0.0,0,35.68333333333276,1
40,1,0.06999999999999995,2,-0.93,1,30.783333333333225,1
41,0.15657189946436,0.0,1,-0.06999999999999995,-1,34.73333333333283,1
42,0,0.74,1,0.74,0,37.000000000000036,1
43,0.96210207175341,0.28,2,-0.45999999999999996,1,38.03333333333297,0
44,0.14248990084466,0.8,2,0.52,0,40.35000000000063,1
45,0.99141295862607,0.26,1,-0.54,-1,50.15000000000039,1
46,0.66325660699062,0.62,1,0.36,0,51.28333333333384,1
47,0.99189765458422,0.89,2,0.27,1,45.533333333333765,0
48,0.8314005352364,0.42000000000000004,2,-0.47,0,54.61666666666787,2
49,1,0.41000000000000003,1,-0.010000000000000009,-1,53.416666666667226,2
50,1,0.88,1,0.47,0,51.10000000000037,2
51,1,0.22999999999999998,2,-0.65,1,48.04999999999968,2
52,0.32096635030198,0.12,2,-0.10999999999999999,0,51.233333333332574,2
53,0,0.27,2,0.15000000000000002,0,59.3833333333329,2
54,0.88674340883773,0.18999999999999995,2,-0.08000000000000007,0,52.200000000001,2
55,0.19009584664537,0.08999999999999997,2,-0.09999999999999998,0,55.35000000000006,2
56,0.00085421412300683,0.65,1,0.56,-1,58.4499999999996,2
57,0.98940046372971,0.65,1,0.0,0,62.08333333333168,2
58,1,0.0,1,-0.65,0,57.81666666666719,2
59,0.22211838006231,0.6,1,0.6,0,43.283333333332465,2
60,0.99450549450549,0.79,1,0.19000000000000003,0,54.7833333333319,2
61,1,0.91,1,0.12,0,62.14999999999926,2
62,1,0.76,2,-0.15,1,52.01666666666646,2
63,0.99195014282005,0.32999999999999996,2,-0.43000000000000005,0,64.64999999999827,2
64,1,0.8200000000000001,1,0.49000000000000005,-1,57.58333333333424,2
65,0.99928901528617,0.29000000000000004,1,-0.53,0,50.199999999998994,2
66,1,0.9,2,0.61,1,66.0166666666687,2
67,0.99482312338223,0.7,2,-0.19999999999999998,0,58.23333333333419,2
68,1,0.63,1,-0.07,-1,68.4666666666663,2
69,1,0.10999999999999999,1,-0.52,0,64.40000000000002,2
70,0.53695395513577,0.56,2,0.45,1,60.79999999999865,2
71,0.98817034700315,0.06999999999999995,2,-0.49000000000000005,0,71.30000000000118,2
72,0.16549118387909,0.96,2,0.89,0,56.71666666666661,2
73,0.99152542372881,0.9299999999999999,2,-0.030000000000000006,0,50.81666666666608,2
74,1,0.30000000000000004,2,-0.6299999999999999,0,64.7833333333318,2
75,0.43816437645839,0.06999999999999995,2,-0.2300000000000001,0,54.63333333333187,2
76,0,0.030000000000000027,1,-0.039999999999999925,-1,58.18333333333294,2
77,0,0.15000000000000002,2,0.12,1,54.26666666666792,2
78,0,0.09999999999999998,3,-0.050000000000000044,1,50.199999999998994,2
79,0,0.30000000000000004,3,0.20000000000000007,0,49.33333333333399,2
80,0.032540333606782,0.89,3,0.59,0,60.999999999999325,2
81,0.86884600236314,0.26,3,-0.63,0,49.46666666666567,2
82,0.26006389776358,0.43000000000000005,3,0.17000000000000004,0,44.96666666666663,2
83,0.0052336448598131,0.79,3,0.36,0,44.733333333333384,0
84,0.0065828845002992,0.25,3,-0.54,0,56.01666666666599,2
85,0,0.19999999999999996,3,-0.050000000000000044,0,51.16666666666687,2
86,0,0.77,3,0.5700000000000001,0,41.483333333333654,2
87,0.30457256461233,0.6799999999999999,3,-0.09,0,41.9499999999995,2
88,0.15901639344262,0.65,3,-0.02999999999999997,0,40.66666666666705,2
89,0.93842150910668,0.0,2,-0.65,-1,48.19999999999995,2
90,0.21075115699537,0.78,1,0.78,-1,37.01666666666611,2
91,0.98382492863939,0.7,2,-0.07999999999999999,1,41.816666666666,2
92,0.90848389630793,0.39,2,-0.31,0,41.850000000000044,2
93,0.53865760407816,0.6,2,0.20999999999999996,0,52.68333333333364,2
94,0.95461741424802,0.0,2,-0.6,0,38.96666666666716,2
95,0.15178869943163,0.73,1,0.73,-1,42.4333333333334,2
96,0.99289099526066,0.14,1,-0.59,0,41.149999999999224,2
97,0.30308641975309,0.6599999999999999,1,0.52,0,48.03333333333297,2
98,0.96707589285714,0.94,1,0.28,0,36.08333333333308,2
99,1,0.95,1,0.009999999999999995,0,41.69999999999969,2
100,1,0.010000000000000009,1,-0.94,0,39.81666666666707,0
101,0.1444099378882,0.65,1,0.64,0,36.69999999999967,0
102,0.85021097046414,0.74,1,0.08999999999999997,0,46.1000000000005,1
103,1,0.83,1,0.09,0,46.233333333333,1
104,1,0.5900000000000001,2,-0.23999999999999996,1,37.76666666666681,1
105,0.30079365079365,1.0,2,0.41,0,36.63333333333347,0
106,0,0.24,3,-0.76,1,31.633333333333642,2
107,0,0.17000000000000004,2,-0.06999999999999995,-1,26.366666666666447,2
108,0,0.87,1,0.7,-1,34.849999999999675,2
109,0.97535211267606,0.09999999999999998,1,-0.77,0,27.816666666666748,0
110,0.15446650124069,0.31999999999999995,1,0.21999999999999997,0,22.716666666666846,0
111,0,0.75,2,0.43000000000000005,1,26.149999999999842,0
112,0,0.13,1,-0.62,-1,23.683333333333106,0
113,0,0.35,2,0.21999999999999997,1,24.283333333333147,0
114,0,0.51,2,0.16000000000000003,0,26.333333333333194,0
115,0,0.24,2,-0.27,0,23.416666666666433,0
116,0,0.77,3,0.53,1,23.5166666666669,0
117,0,0.63,3,-0.13999999999999999,0,25.5333333333332,1
118,0,0.89,3,0.26,0,21.633333333333223,0
119,0,0.55,2,-0.34,-1,21.283333333333434,0
120,0,0.61,3,0.06,1,21.916666666666433,0
121,0,0.83,2,0.22,-1,24.88333333333319,0
122,0,0.55,2,-0.28,0,19.200000000000124,0
123,0,0.45999999999999996,1,-0.09000000000000002,-1,15.083333333333439,0
124,0,0.42000000000000004,2,-0.039999999999999925,1,21.09999999999998,0
125,0,0.61,3,0.18999999999999995,1,15.98333333333337,0
126,0,0.040000000000000036,3,-0.57,0,16.483333333333206,0
127,0,0.52,2,0.48,-1,15.966666666666567,0
128,0,0.42000000000000004,1,-0.09999999999999998,-1,15.066666666666713,0
129,0,0.91,2,0.49,1,17.316666666666634,0
130,0,0.83,2,-0.08000000000000002,0,25.66666666666664,1
131,0.41955555555556,0.10999999999999999,1,-0.72,-1,19.299999999999876,0
132,0.021903959561921,0.37,1,0.26,0,19.200000000000124,0
133,0,0.07999999999999996,2,-0.29000000000000004,1,17.73333333333334,0
134,0,0.85,2,0.77,0,18.316666666666734,0
135,0,0.040000000000000036,2,-0.8099999999999999,0,20.41666666666654,0
136,0,0.49,1,0.44999999999999996,-1,20.999999999999833,0
137,0,0.63,2,0.14,1,22.25000000000005,0
138,0,0.18999999999999995,2,-0.44000000000000006,0,24.04999999999976,0
139,0,0.12,2,-0.06999999999999995,0,23.316666666666496,0
140,0,0.31000000000000005,2,0.19000000000000006,0,27.216666666666384,1
141,0,0.6799999999999999,1,0.36999999999999994,-1,24.450000000000298,0
142,0.45811789038263,0.75,2,0.07,1,32.23333333333335,0
143,0,0.87,2,0.12,0,28.200000000000333,1
144,0.22970391595033,0.73,3,-0.14,1,35.68333333333276,1
145,0.031678986272439,0.75,2,0.020000000000000018,-1,30.783333333333225,1
146,0.087693798449612,0.24,2,-0.51,0,34.73333333333283,1
147,0.0026797677534614,0.8,2,0.56,0,37.000000000000036,1
148,0.97115384615385,0.25,1,-0.55,-1,38.03333333333297,0
149,0.20674486803519,0.52,1,0.27,0,40.35000000000063,1
150,0.98634412797503,0.84,1,0.31999999999999995,0,50.15000000000039,1
151,1,0.89,2,0.05,1,51.28333333333384,1
152,0.93893653516295,0.43000000000000005,2,-0.45999999999999996,0,45.533333333333765,0
153,0.12747797356828,0.030000000000000027,3,-0.4,1,54.61666666666787,2
154,0,0.9299999999999999,3,0.8999999999999999,0,53.416666666667226,2
155,0.97004608294931,0.56,3,-0.37,0,51.10000000000037,2
156,0.52202577165118,0.19999999999999996,3,-0.36000000000000004,0,48.04999999999968,2
157,0.00097339390006489,0.9299999999999999,3,0.73,0,51.233333333332574,2
158,0.96355498721228,0.09999999999999998,3,-0.8300000000000001,0,59.3833333333329,2
159,0.13008130081301,0.43000000000000005,2,0.33000000000000007,-1,52.200000000001,2
160,0.74367674275139,0.20999999999999996,2,-0.22000000000000008,0,55.35000000000006,2
161,0.026213050752928,0.71,3,0.5,1,58.4499999999996,2
162,0.89604415823367,0.7,3,-0.010000000000000009,0,62.08333333333168,2
163,1,0.73,3,0.02999999999999997,0,57.81666666666719,2
164,0.70658682634731,0.040000000000000036,3,-0.69,0,43.283333333332465,2
165,0.00060386473429952,0.38,1,0.33999999999999997,-2,54.7833333333319,2
166,0.97345419229524,0.14,2,-0.24,1,62.14999999999926,2
167,0.27347698856079,0.88,3,0.74,1,52.01666666666646,2
168,0.9475138121547,0.08999999999999997,3,-0.79,0,64.64999999999827,2
169,0.17949975478176,0.85,3,0.76,0,57.58333333333424,2
170,0.73877725523728,0.72,3,-0.13000000000000003,0,50.199999999998994,2
171,1,0.5900000000000001,3,-0.12999999999999995,0,66.0166666666687,2
172,0.8531684698609,0.31000000000000005,2,-0.27999999999999997,-1,58.23333333333419,2
173,0.39103182256509,0.86,2,0.5499999999999999,0,68.4666666666663,2
174,0.99846484494934,0.96,2,0.1,0,64.40000000000002,2
175,1,0.56,2,-0.4,0,60.79999999999865,2
176,1,0.12,1,-0.44,-1,71.30000000000118,2
177,0.4153452685422,0.28,1,0.16000000000000003,0,56.71666666666661,2
178,0.97940663176265,0.43000000000000005,1,0.15000000000000002,0,50.81666666666608,2
179,1,0.09999999999999998,1,-0.33000000000000007,0,64.7833333333318,2
180,0.27227851389971,0.9299999999999999,1,0.8300000000000001,0,54.63333333333187,2
181,0.99533548618586,0.35,1,-0.5800000000000001,0,58.18333333333294,2
182,1,0.06000000000000005,2,-0.2899999999999999,1,54.26666666666792,2
183,0.17378835675366,0.29000000000000004,2,0.22999999999999998,0,50.199999999998994,2
184,0.01588374450828,0.79,2,0.5,0,49.33333333333399,2
185,0.99308072487644,0.5,1,-0.29000000000000004,-1,60.999999999999325,2
186,1,0.19999999999999996,1,-0.30000000000000004,0,49.46666666666567,2
187,0.79843505477308,0.41000000000000003,1,0.21000000000000008,0,44.96666666666663,2
188,0.96892533448425,0.25,1,-0.16000000000000003,0,44.733333333333384,0
189,0.19144327105334,0.24,2,-0.010000000000000009,1,56.01666666666599,2
190,0.0012882447665056,0.19999999999999996,2,-0.040000000000000036,0,51.16666666666687,2
191,0,0.7,1,0.5,-1,41.483333333333654,2
192,0.98710865561694,0.39,1,-0.31,0,41.9499999999995,2
193,1,0.48,2,0.08999999999999997,1,40.66666666666705,2
194,0.72653612424038,0.65,3,0.17000000000000004,1,48.19999999999995,2
195,0.26535626535627,0.96,3,0.31,0,37.01666666666611,2
196,0.87369737390579,0.38,3,-0.58,0,41.816666666666,2
197,0.052591463414634,0.29000000000000004,3,-0.08999999999999997,0,41.850000000000044,2
198,0.00031625553447185,0.86,3,0.57,0,52.68333333333364,2
199,0.39540926808142,0.92,3,0.06000000000000001,0,38.96666666666716,2
200,0.96861184792219,0.040000000000000036,3,-0.88,0,42.4333333333334,2
201,0.11398777418195,0.13,3,0.08999999999999997,0,41.149999999999224,2
202,0,0.16000000000000003,3,0.030000000000000027,0,48.03333333333297,2
203,0,0.07999999999999996,2,-0.08000000000000007,-1,36.08333333333308,2
204,0,0.45999999999999996,2,0.38,0,41.69999999999969,2
205,0.015932914046122,0.28,1,-0.17999999999999994,-1,39.81666666666707,0
206,0,0.44999999999999996,1,0.16999999999999993,0,36.69999999999967,0
207,0.62744388124547,0.65,1,0.20000000000000007,0,46.1000000000005,1
208,0.99186295503212,0.62,1,-0.030000000000000027,0,46.233333333333,1
209,1,0.99,1,0.37,0,37.76666666666681,1
